id	height	width
NMAAHC-HCA_6.35.B	1770.0	1422.0
NMAAHC-HCA_6.35.C	1752.0	1392.0
NMAAHC-HCA_6.36.B	1770.0	1422.0
NMAAHC-HCA_6.37.D	1728.0	1405.0
NMAAHC-HCA_6.42.C	1752.0	1392.0
NMAAHC-HCA_6.43.D	1728.0	1405.0
NMAAHC-HCA_6.44.C	1752.0	1392.0
NMAAHC-HCA_6.46.C	1752.0	1392.0
NMAAHC-HCA_6.47.B	1770.0	1422.0
NMAAHC-HCA_6.48.B	1770.0	1422.0
NMAAHC-HCA_6.5.A	1422.0	1746.0
NMAAHC-HCA_6.5.B	1770.0	1422.0
NMAAHC-HCA_6.7.C	1752.0	1392.0
NMAAHC-HCA_7.1.A.2	1254.0	816.0
NMAAHC-HCA_7.1.D	1776.0	1404.0
NMAAHC-2007_1_69_7_11_B	1597.0	2000.0
NMAAHC-HCA_7.16.A	1776.0	1380.0
NMAAHC-HCA_7.17.C.1	1296.0	800.0
NMAAHC-HCA_7.2.D	1404.0	1776.0
NMAAHC-HCA_7.20.B	1752.0	1428.0
NMAAHC-HCA_7.20.C	1398.0	1722.0
NMAAHC-HCA_7.21.B	1752.0	1428.0
NMAAHC-HCA_7.22.C	1722.0	1398.0
NMAAHC-HCA_7.24.D	1776.0	1404.0
NMAAHC-HCA_7.25.A	1380.0	1776.0
NMAAHC-HCA_7.26.B	1428.0	1752.0
NMAAHC-HCA_7.26.C.2	1314.0	792.0
NMAAHC-HCA_7.27.C	1398.0	1722.0
NMAAHC-HCA_7.3.C	1722.0	1398.0
NMAAHC-HCA_7.3.D.2	1270.0	796.0
NMAAHC-HCA_7.30.B	1752.0	1428.0
NMAAHC-HCA_7.31.A	1776.0	1380.0
NMAAHC-HCA_7.33.A	1380.0	1776.0
NMAAHC-HCA_7.33.A.1	1264.0	794.0
NMAAHC-HCA_7.33.C	1722.0	1398.0
NMAAHC-HCA_7.33.D	1776.0	1404.0
NMAAHC-HCA_7.34.D	1776.0	1404.0
NMAAHC-HCA_7.35.D	1404.0	1776.0
NMAAHC-HCA_7.36.A	1380.0	1776.0
NMAAHC-HCA_7.37.A	1776.0	1380.0
NMAAHC-HCA_9.22.C	1704.0	1350.0
NMAAHC-HCA_9.23.A	1674.0	1338.0
NMAAHC-HCA_9.24.B	1734.0	1362.0
NMAAHC-HCA_9.26.A	1674.0	1338.0
NMAAHC-HCA_9.27.B	1734.0	1362.0
NMAAHC-HCA_9.27.C	1704.0	1350.0
NMAAHC-HCA_9.3.C	1704.0	1350.0
NMAAHC-HCA_9.30.B	1734.0	1362.0
NMAAHC-HCA_9.37.C	1704.0	1350.0
NMAAHC-HCA_9.41.C.1	1266.0	792.0
NMAAHC-HCA_9.42.C.1	1278.0	804.0
NMAAHC-HCA_9.45.A	1674.0	1338.0
NMAAHC-HCA_9.45.B	1734.0	1362.0
NMAAHC-HCA_9.46.C	1704.0	1350.0
NMAAHC-HCA_9.46.D	1650.0	1351.0
NMAAHC-HCA_9.6.B	1734.0	1362.0
NMAAHC-HCA_21.43.A	1348.0	1660.0
NMAAHC-HCA_21.45.C	1640.0	1323.0
NMAAHC-HCA_21.50.C	1323.0	1640.0
NMAAHC-HCA_21.52.D	1331.0	1672.0
NMAAHC-HCA_21.57.D	1672.0	1331.0
NMAAHC-HCA_21.58.A	1348.0	1660.0
NMAAHC-HCA_21.59.C	1640.0	1323.0
NMAAHC-HCA_21.65.C	1213.0	1509.0
NMAAHC-2007_1_69_21_66_C	1591.0	2000.0
NMAAHC-HCA_21.70.B	1383.0	1121.0
NMAAHC-2007_1_69_21_75_C_001	2000.0	1571.0
NMAAHC-2007_1_69_21_78_D_001	2000.0	1592.0
NMAAHC-HCA_21.9.A	1660.0	1348.0
NMAAHC-HCA_21.9.D	1672.0	1331.0
NMAAHC-HCA_3.10.C-000001	1806.0	1410.0
NMAAHC-HCA_3.11.A.1-000001	1446.0	886.0
NMAAHC-HCA_3.11.A.2-000001	1446.0	939.0
NMAAHC-HCA_3.11.B.1-000001	1282.0	810.0
NMAAHC-HCA_3.17.D-000001	1447.0	1746.0
NMAAHC-HCA_3.2.C-000001	1806.0	1410.0
NMAAHC-HCA_3.21.C.1-000001	1284.0	792.0
NMAAHC-HCA_3.21.C.2-000001	1296.0	812.0
NMAAHC-HCA_3.21.D-000001	1746.0	1447.0
NMAAHC-HCA_3.22.A.2-000001	1243.0	790.0
NMAAHC-HCA_3.22.B-000001	1494.0	1866.0
NMAAHC-HCA_3.22.C.1-000001	1282.0	806.0
NMAAHC-2007_1_69_3_23_D	2000.0	1604.0
NMAAHC-HCA_3.24.D.1-000001	1295.0	800.0
NMAAHC-HCA_3.25.A.1-000001	1446.0	936.0
NMAAHC-HCA_3.25.B-000001	1494.0	1866.0
NMAAHC-HCA_11.38.C.2	1260.0	819.0
NMAAHC-HCA_11.38.D	1381.0	1728.0
NMAAHC-HCA_11.38.D.2	1266.0	810.0
NMAAHC-HCA_11.40.A	1698.0	1434.0
NMAAHC-HCA_11.40.D	1381.0	1728.0
NMAAHC-HCA_11.42.B	1375.0	1728.0
NMAAHC-HCA_11.42.B.1	1254.0	801.0
NMAAHC-HCA_11.46.A	1698.0	1434.0
NMAAHC-HCA_11.8.B	1728.0	1375.0
NMAAHC-HCA_12.1.B	1734.0	1434.0
NMAAHC-HCA_12.11.C	1710.0	1446.0
NMAAHC-HCA_12.12.B	1734.0	1434.0
NMAAHC-HCA_12.13.A	1446.0	1746.0
NMAAHC-HCA_12.13.B	1734.0	1434.0
NMAAHC-HCA_12.16.D	1872.0	1440.0
NMAAHC-HCA_12.28.D.2	1275.0	816.0
NMAAHC-HCA_12.31.C.1	1318.0	790.0
NMAAHC-HCA_13.22.A.2	1287.0	828.0
NMAAHC-HCA_13.28.B	1447.0	1806.0
NMAAHC-HCA_13.3.A	1734.0	1398.0
NMAAHC-HCA_13.31.A	1734.0	1398.0
NMAAHC-HCA_13.32.B	1806.0	1447.0
NMAAHC-HCA_13.33.A	1398.0	1734.0
NMAAHC-HCA_13.34.A	1398.0	1734.0
NMAAHC-HCA_13.35.C	1416.0	1752.0
NMAAHC-HCA_13.35.D	1764.0	1411.0
NMAAHC-HCA_13.36.A	1734.0	1398.0
NMAAHC-HCA_13.36.D	1411.0	1764.0
NMAAHC-HCA_13.37.D	1764.0	1411.0
NMAAHC-HCA_13.38.D	1764.0	1411.0
NMAAHC-HCA_13.41.C	1416.0	1752.0
NMAAHC-HCA_13.43.A	1734.0	1398.0
NMAAHC-HCA_13.43.C	1752.0	1416.0
NMAAHC-HCA_13.44.A	1398.0	1734.0
NMAAHC-HCA_13.44.D	1764.0	1411.0
NMAAHC-HCA_13.5.D	1411.0	1764.0
NMAAHC-HCA_13.9.D	1411.0	1764.0
NMAAHC-2007_1_69_14_10_B	1598.0	2000.0
NMAAHC-HCA_14.12.B	1880.0	1384.0
NMAAHC-HCA_14.18.C	1760.0	1392.0
NMAAHC-HCA_14.19.A	1792.0	1392.0
NMAAHC-HCA_14.28.A	1392.0	1792.0
NMAAHC-HCA_14.3.A	1792.0	1392.0
NMAAHC-HCA_14.32.B	1880.0	1384.0
NMAAHC-HCA_14.36.B	1880.0	1384.0
NMAAHC-HCA_14.39.B	1880.0	1384.0
NMAAHC-HCA_14.48.A	1792.0	1392.0
NMAAHC-HCA_14.5.B	1880.0	1384.0
NMAAHC-HCA_14.51.C	1760.0	1392.0
NMAAHC-HCA_14.9.B	1880.0	1384.0
NMAAHC-HCA_15.10.B	1760.0	1408.0
NMAAHC-HCA_15.11.C	1712.0	1376.0
NMAAHC-2007_1_69_15_12_A	1610.0	2000.0
NMAAHC-HCA_15.13.C	1376.0	1712.0
NMAAHC-HCA_15.14.D	1368.0	1680.0
NMAAHC-HCA_15.29.B	1760.0	1408.0
NMAAHC-HCA_15.3.D	1680.0	1368.0
NMAAHC-HCA_15.5.B	1408.0	1760.0
NMAAHC-HCA_15.52.A	1416.0	1752.0
NMAAHC-HCA_15.54.A	1416.0	1752.0
NMAAHC-HCA_15.54.D	1368.0	1680.0
NMAAHC-HCA_15.56.A	1752.0	1416.0
NMAAHC-HCA_15.57.A	1416.0	1752.0
NMAAHC-HCA_1.10.D	1656.0	1343.0
NMAAHC-HCA_1.18.A	1656.0	1373.0
NMAAHC-HCA_1.20.D	1656.0	1352.0
NMAAHC-HCA_1.28.B	1656.0	1319.0
NMAAHC-HCA_1.29.D	1656.0	1319.0
NMAAHC-HCA_1.32.B	1656.0	1319.0
NMAAHC-HCA_1.33.C	1656.0	1364.0
NMAAHC-HCA_1.34.B	1656.0	1319.0
NMAAHC-HCA_1.35.B	1661.0	1323.0
NMAAHC-HCA_1.35.C	1627.0	1340.0
NMAAHC-HCA_1.36.D	1655.0	1318.0
NMAAHC-HCA_1.39.A	1622.0	1345.0
NMAAHC-HCA_1.4.A	1656.0	1381.0
NMAAHC-HCA_1.40.A	1622.0	1345.0
NMAAHC-HCA_1.41.C	1627.0	1340.0
NMAAHC-HCA_1.43.C	1627.0	1340.0
NMAAHC-HCA_1.9.D	1656.0	1376.0
NMAAHC-HCA_10.10.B	1710.0	1434.0
NMAAHC-HCA_10.10.C	1776.0	1410.0
NMAAHC-HCA_10.11.C	1776.0	1410.0
NMAAHC-HCA_10.12.A	1848.0	1392.0
NMAAHC-HCA_10.12.C.1	1267.0	784.0
NMAAHC-HCA_10.12.D.1	1292.0	804.0
NMAAHC-HCA_10.13.B	1710.0	1434.0
NMAAHC-HCA_10.16.B	1710.0	1434.0
NMAAHC-HCA_10.20.C	1410.0	1776.0
NMAAHC-HCA_10.21.D.2	1266.0	810.0
NMAAHC-HCA_10.22.D	1447.0	1794.0
NMAAHC-HCA_10.23.A	1392.0	1848.0
NMAAHC-HCA_10.32.D	1794.0	1447.0
NMAAHC-HCA_10.33.B	1434.0	1710.0
NMAAHC-HCA_10.34.A	1392.0	1848.0
NMAAHC-HCA_10.4.C	1776.0	1410.0
NMAAHC-HCA_10.41.A.1	1272.0	795.0
NMAAHC-HCA_10.41.C	1776.0	1410.0
NMAAHC-HCA_10.47.B	1710.0	1434.0
NMAAHC-HCA_10.49.D	1794.0	1447.0
NMAAHC-HCA_8.2.B	1746.0	1417.0
NMAAHC-HCA_8.21.C	1740.0	1404.0
NMAAHC-HCA_8.22.B	1746.0	1417.0
NMAAHC-HCA_8.23.B.1	1240.0	796.0
NMAAHC-HCA_8.23.D.1	1253.0	790.0
NMAAHC-HCA_8.24.B	1746.0	1417.0
NMAAHC-HCA_8.25.C	1740.0	1404.0
NMAAHC-HCA_8.26.C	1740.0	1404.0
NMAAHC-HCA_8.26.D	1746.0	1387.0
NMAAHC-HCA_8.27.A	1770.0	1440.0
NMAAHC-HCA_8.27.C	1740.0	1404.0
NMAAHC-HCA_8.28.B.1	1273.0	790.0
NMAAHC-HCA_8.31.C	1740.0	1404.0
NMAAHC-HCA_8.33.B.1	1267.0	784.0
NMAAHC-HCA_8.34.B	1746.0	1417.0
NMAAHC-HCA_8.35.B	1746.0	1417.0
NMAAHC-HCA_8.35.C	1740.0	1404.0
NMAAHC-HCA_8.41.C	1740.0	1404.0
NMAAHC-HCA_8.42.A.1	1284.0	795.0
NMAAHC-HCA_8.42.C	1740.0	1404.0
NMAAHC-HCA_8.43.A	1770.0	1440.0
NMAAHC-HCA_8.43.B	1417.0	1746.0
NMAAHC-HCA_8.43.B.1	1269.0	780.0
NMAAHC-HCA_8.43.C	1740.0	1404.0
NMAAHC-HCA_8.44.C.1	1272.0	792.0
NMAAHC-HCA_8.44.D.2	1267.0	792.0
NMAAHC-HCA_8.45.A	1440.0	1770.0
NMAAHC-HCA_8.48.C	1740.0	1404.0
NMAAHC-HCA_8.48.D	1746.0	1387.0
NMAAHC-HCA_8.49.D	1746.0	1387.0
NMAAHC-HCA_8.8.A	1770.0	1440.0
NMAAHC-HCA_9.16.C	1704.0	1350.0
NMAAHC-HCA_9.17.B	1734.0	1362.0
NMAAHC-2007_1_69_9_18_C	2000.0	1602.0
NMAAHC-HCA_9.18.D	1650.0	1351.0
NMAAHC-HCA_9.22.A	1674.0	1338.0
NMAAHC-HCA_9.22.D	1650.0	1351.0
NMAAHC-HCA_9.24.D	1650.0	1351.0
NMAAHC-HCA_9.25.D	1650.0	1351.0
NMAAHC-HCA_9.26.D	1650.0	1351.0
NMAAHC-HCA_9.27.D	1650.0	1351.0
NMAAHC-HCA_9.28.B	1362.0	1734.0
NMAAHC-HCA_9.28.D	1650.0	1351.0
NMAAHC-HCA_9.29.A	1674.0	1338.0
NMAAHC-HCA_9.3.D	1650.0	1351.0
NMAAHC-HCA_9.30.C	1704.0	1350.0
NMAAHC-HCA_9.31.B	1734.0	1362.0
NMAAHC-HCA_9.34.C	1704.0	1350.0
NMAAHC-HCA_9.35.C	1704.0	1350.0
NMAAHC-HCA_9.36.A	1674.0	1338.0
NMAAHC-HCA_9.4.D	1650.0	1351.0
NMAAHC-HCA_9.41.A	1338.0	1674.0
NMAAHC-HCA_9.41.A.2	1258.0	802.0
NMAAHC-HCA_9.42.D	1650.0	1351.0
NMAAHC-2007_1_69_9_44_D	1604.0	2000.0
NMAAHC-HCA_9.47.B	1734.0	1362.0
NMAAHC-HCA_9.48.B	1734.0	1362.0
NMAAHC-HCA_9.48.C	1704.0	1350.0
NMAAHC-HCA_9.5.A	1674.0	1338.0
NMAAHC-HCA_9.7.C	1704.0	1350.0
NMAAHC-HCA_9.7.D	1650.0	1351.0
NMAAHC-HCA_9.8.C	1704.0	1350.0
NMAAHC-HCA_21.66.D	1660.0	1331.0
NMAAHC-HCA_21.70.C	1428.0	1138.0
NMAAHC-HCA_21.74.A	900.0	810.0
NMAAHC-2007_1_69_21_75_D_001	1558.0	2000.0
NMAAHC-2007_1_69_21_77_D_001	2000.0	1597.0
NMAAHC-2007_1_69_21_79_A_001	2000.0	1568.0
NMAAHC-2007_1_69_21_79_B_001	2000.0	1586.0
NMAAHC-2007_1_69_21_79_C_001	2000.0	1586.0
NMAAHC-HCA_3.19.D-000001	1746.0	1447.0
NMAAHC-HCA_3.21.B-000001	1494.0	1866.0
NMAAHC-HCA_3.21.B.2-000001	1288.0	826.0
NMAAHC-HCA_3.24.B.1-000001	1248.0	792.0
NMAAHC-HCA_3.24.C-000001	1806.0	1410.0
NMAAHC-HCA_3.26.B-000001	1866.0	1494.0
NMAAHC-HCA_3.27.B.2-000001	1274.0	816.0
NMAAHC-HCA_3.27.C-000001	1806.0	1410.0
NMAAHC-HCA_3.27.D-000001	1746.0	1447.0
NMAAHC-HCA_3.28.C-000001	1410.0	1806.0
NMAAHC-HCA_3.28.C.1-000001	1272.0	800.0
NMAAHC-HCA_3.28.C.2-000001	1272.0	802.0
NMAAHC-HCA_3.29.C-000001	1806.0	1410.0
NMAAHC-HCA_3.3.A-000001	1446.0	1812.0
NMAAHC-HCA_3.3.C.1-000001	1278.0	806.0
NMAAHC-HCA_3.3.C.2-000001	1264.0	788.0
NMAAHC-HCA_3.30.D.1-000001	1294.0	812.0
NMAAHC-HCA_3.33.A-000001	1812.0	1446.0
NMAAHC-HCA_3.33.B-000001	1866.0	1494.0
NMAAHC-HCA_3.33.D-000001	1746.0	1447.0
NMAAHC-HCA_3.4.B.2-000001	1272.0	804.0
NMAAHC-HCA_3.40.D.1-000001	1269.0	794.0
NMAAHC-HCA_3.41.A.2-000001	1446.0	948.0
NMAAHC-HCA_3.42.D.2-000001	1248.0	792.0
NMAAHC-HCA_3.43.B.2-000001	1296.0	824.0
NMAAHC-HCA_3.45.B-000001	1494.0	1866.0
NMAAHC-HCA_3.47.C-000001	1806.0	1410.0
NMAAHC-HCA_3.47.D-000001	1746.0	1447.0
NMAAHC-HCA_3.48.B-000001	1866.0	1494.0
NMAAHC-HCA_3.7.A.2-000001	1446.0	964.0
NMAAHC-HCA_1.44.A	1622.0	1345.0
NMAAHC-HCA_1.45.A	1622.0	1345.0
NMAAHC-HCA_1.45.C	1627.0	1340.0
NMAAHC-HCA_10.1.A	1848.0	1392.0
NMAAHC-HCA_10.11.B	1710.0	1434.0
NMAAHC-HCA_10.17.B.2	1282.0	824.0
NMAAHC-HCA_10.17.D.1	1259.0	780.0
NMAAHC-HCA_10.48.B	1710.0	1434.0
NMAAHC-HCA_10.50.B	1710.0	1434.0
NMAAHC-HCA_10.8.D	1794.0	1447.0
NMAAHC-HCA_10.9.B	1710.0	1434.0
NMAAHC-HCA_11.1.A	1698.0	1434.0
NMAAHC-HCA_11.12.C	1704.0	1392.0
NMAAHC-HCA_11.17.A	1698.0	1434.0
NMAAHC-HCA_11.18.D	1381.0	1728.0
NMAAHC-HCA_11.19.B	1728.0	1375.0
NMAAHC-HCA_11.2.A	1698.0	1434.0
NMAAHC-HCA_11.21.B	1728.0	1375.0
NMAAHC-HCA_11.23.B	1375.0	1728.0
NMAAHC-HCA_11.23.D	1381.0	1728.0
NMAAHC-HCA_11.28.A.2	1281.0	819.0
NMAAHC-HCA_11.28.C.2	1281.0	807.0
NMAAHC-HCA_11.30.A	1698.0	1434.0
NMAAHC-HCA_11.30.B	1375.0	1728.0
NMAAHC-HCA_11.37.C	1392.0	1704.0
NMAAHC-HCA_11.38.B.1	1266.0	816.0
NMAAHC-HCA_11.38.C.1	1260.0	777.0
NMAAHC-HCA_11.42.A.2	1266.0	813.0
NMAAHC-HCA_11.43.B	1728.0	1375.0
NMAAHC-HCA_11.44.A	1698.0	1434.0
NMAAHC-HCA_11.45.B	1728.0	1375.0
NMAAHC-HCA_11.45.D	1728.0	1381.0
NMAAHC-HCA_11.5.D	1728.0	1381.0
NMAAHC-HCA_12.12.A	1746.0	1446.0
NMAAHC-HCA_12.13.D.1	1269.0	801.0
NMAAHC-HCA_12.14.B	1734.0	1434.0
NMAAHC-HCA_12.15.C	1710.0	1446.0
NMAAHC-HCA_12.15.D	1872.0	1440.0
NMAAHC-HCA_12.18.C	1710.0	1446.0
NMAAHC-HCA_12.21.D	1872.0	1440.0
NMAAHC-HCA_12.22.C.1	1287.0	786.0
NMAAHC-HCA_12.22.D	1872.0	1440.0
NMAAHC-HCA_12.23.B.1	1254.0	792.0
NMAAHC-HCA_12.23.B.2	1254.0	825.0
NMAAHC-HCA_12.25.A.1	1299.0	807.0
NMAAHC-HCA_12.25.A.2	1299.0	822.0
NMAAHC-HCA_12.25.B	1434.0	1734.0
NMAAHC-HCA_12.27.A	1746.0	1446.0
NMAAHC-HCA_12.27.C.1	1278.0	771.0
NMAAHC-HCA_12.28.C.1	1272.0	792.0
NMAAHC-HCA_12.29.D.1	1281.0	801.0
NMAAHC-HCA_12.3.B	1734.0	1434.0
NMAAHC-HCA_12.30.A	1746.0	1446.0
NMAAHC-HCA_12.30.D.2	1263.0	816.0
NMAAHC-HCA_12.31.B.1	1272.0	807.0
NMAAHC-HCA_12.31.D.1	1270.0	806.0
NMAAHC-HCA_12.32.A.2	1308.0	816.0
NMAAHC-HCA_12.34.B	1734.0	1434.0
NMAAHC-HCA_12.34.C	1710.0	1446.0
NMAAHC-HCA_14.11.A	1792.0	1392.0
NMAAHC-HCA_14.18.A	1792.0	1392.0
NMAAHC-HCA_14.19.B	1880.0	1384.0
NMAAHC-HCA_14.20.B	1880.0	1384.0
NMAAHC-HCA_14.25.A	1792.0	1392.0
NMAAHC-HCA_14.28.A.2	1290.0	828.0
NMAAHC-HCA_14.3.D	1704.0	1416.0
NMAAHC-HCA_14.31.B	1880.0	1384.0
NMAAHC-2007_1_69_14_34_A	1591.0	2000.0
NMAAHC-HCA_14.35.B	1880.0	1384.0
NMAAHC-HCA_14.50.A	1392.0	1792.0
NMAAHC-2007_1_69_14_59_A	1626.0	2000.0
NMAAHC-HCA_14.7.A	1792.0	1392.0
NMAAHC-HCA_15.10.A	1752.0	1416.0
NMAAHC-HCA_15.11.A	1416.0	1752.0
NMAAHC-HCA_15.13.A	1416.0	1752.0
NMAAHC-2007_1_69_15_13_D	1591.0	2000.0
NMAAHC-HCA_15.16.C	1712.0	1376.0
NMAAHC-HCA_15.25.C	1376.0	1712.0
NMAAHC-HCA_15.28.B	1760.0	1408.0
NMAAHC-HCA_15.30.D	1680.0	1368.0
NMAAHC-HCA_15.38.D	1368.0	1680.0
NMAAHC-HCA_15.42.A	1416.0	1752.0
NMAAHC-HCA_15.5.D	1368.0	1680.0
NMAAHC-HCA_1.11.D	1656.0	1384.0
NMAAHC-HCA_1.12.A.1	1656.0	1059.0
NMAAHC-HCA_1.15.A	1656.0	1373.0
NMAAHC-HCA_1.16.D	1656.0	1352.0
NMAAHC-HCA_1.19.B	1656.0	1319.0
NMAAHC-HCA_1.21.A	1656.0	1373.0
NMAAHC-HCA_1.21.D	1656.0	1352.0
NMAAHC-HCA_1.24.C	1656.0	1364.0
NMAAHC-HCA_1.25.C	1656.0	1364.0
NMAAHC-HCA_1.26.C	1656.0	1364.0
NMAAHC-HCA_1.29.B	1656.0	1319.0
NMAAHC-HCA_1.30.A	1656.0	1373.0
NMAAHC-HCA_1.33.D	1656.0	1319.0
NMAAHC-HCA_1.35.D	1655.0	1318.0
NMAAHC-HCA_1.4.C	1656.0	1319.0
NMAAHC-HCA_1.42.C	1627.0	1340.0
NMAAHC-HCA_1.6.C	1656.0	1338.0
NMAAHC-HCA_7.1.A.1	1254.0	770.0
NMAAHC-HCA_7.1.B	1752.0	1428.0
NMAAHC-HCA_7.10.D	1776.0	1404.0
NMAAHC-HCA_7.11.C.2	1300.0	822.0
NMAAHC-HCA_7.12.A.1	1248.0	792.0
NMAAHC-HCA_7.18.B	1752.0	1428.0
NMAAHC-HCA_7.4.B	1752.0	1428.0
NMAAHC-HCA_7.4.D.1	1312.0	778.0
NMAAHC-HCA_7.40.A	1380.0	1776.0
NMAAHC-HCA_7.40.D	1404.0	1776.0
NMAAHC-HCA_7.41.A	1776.0	1380.0
NMAAHC-HCA_7.42.D	1404.0	1776.0
NMAAHC-HCA_7.43.B	1428.0	1752.0
NMAAHC-HCA_7.43.C.1	1272.0	768.0
NMAAHC-HCA_7.43.C.2	1272.0	800.0
NMAAHC-HCA_7.43.D	1776.0	1404.0
NMAAHC-HCA_7.44.A.2	1280.0	814.0
NMAAHC-HCA_7.44.D	1776.0	1404.0
NMAAHC-HCA_7.45.A	1380.0	1776.0
NMAAHC-HCA_7.45.A.1	1280.0	806.0
NMAAHC-HCA_7.45.D	1776.0	1404.0
NMAAHC-HCA_7.46.A.2	1284.0	820.0
NMAAHC-HCA_7.6.A	1380.0	1776.0
NMAAHC-HCA_7.8.B	1752.0	1428.0
NMAAHC-HCA_7.8.C	1722.0	1398.0
NMAAHC-HCA_7.8.D	1404.0	1776.0
NMAAHC-HCA_8.04.D	1746.0	1387.0
NMAAHC-HCA_8.07.D	1746.0	1387.0
NMAAHC-HCA_8.11.B	1746.0	1417.0
NMAAHC-HCA_8.12.C	1740.0	1404.0
NMAAHC-HCA_8.14.B	1654.0	1347.0
NMAAHC-HCA_8.14.C.1	1276.0	786.0
NMAAHC-HCA_8.14.D.1	1264.0	780.0
NMAAHC-HCA_8.15.A.2	1286.0	820.0
NMAAHC-HCA_8.16.B	1746.0	1417.0
NMAAHC-HCA_8.16.D	1746.0	1387.0
NMAAHC-HCA_8.18.B	1746.0	1417.0
NMAAHC-HCA_8.19.A	1770.0	1440.0
NMAAHC-HCA_8.2.A	1770.0	1440.0
NMAAHC-HCA_8.20.A	1770.0	1440.0
NMAAHC-HCA_8.21.A	1770.0	1440.0
NMAAHC-HCA_8.23.D	1387.0	1746.0
NMAAHC-HCA_8.24.D	1746.0	1387.0
NMAAHC-HCA_8.25.B	1746.0	1417.0
NMAAHC-HCA_8.26.A	1440.0	1770.0
NMAAHC-HCA_8.26.B	1417.0	1746.0
NMAAHC-HCA_8.28.B.2	1273.0	820.0
NMAAHC-HCA_8.28.C	1740.0	1404.0
NMAAHC-HCA_8.29.A	1770.0	1440.0
NMAAHC-HCA_8.29.C	1404.0	1740.0
NMAAHC-HCA_8.29.D	1387.0	1746.0
NMAAHC-HCA_8.3.A	1770.0	1440.0
NMAAHC-HCA_8.3.B	1746.0	1417.0
NMAAHC-HCA_8.30.C	1740.0	1404.0
NMAAHC-HCA_8.31.B	1746.0	1417.0
NMAAHC-HCA_8.31.D	1746.0	1387.0
NMAAHC-HCA_8.47.A.1	1265.0	798.0
NMAAHC-HCA_8.50.B	1746.0	1417.0
NMAAHC-HCA_8.50.D	1746.0	1387.0
NMAAHC-HCA_8.6.B	1746.0	1417.0
NMAAHC-HCA_9.12.C	1704.0	1350.0
NMAAHC-HCA_9.14.A	1674.0	1338.0
NMAAHC-HCA_9.14.D	1650.0	1351.0
NMAAHC-HCA_9.17.C	1704.0	1350.0
NMAAHC-HCA_9.18.A	1674.0	1338.0
NMAAHC-HCA_9.19.A	1674.0	1338.0
NMAAHC-HCA_9.19.B	1734.0	1362.0
NMAAHC-HCA_9.2.D	1650.0	1351.0
NMAAHC-HCA_9.20.C	1704.0	1350.0
NMAAHC-HCA_9.20.D	1650.0	1351.0
NMAAHC-HCA_9.21.A	1674.0	1338.0
NMAAHC-HCA_9.23.C	1704.0	1350.0
NMAAHC-HCA_9.24.C	1704.0	1350.0
NMAAHC-HCA_9.25.A	1674.0	1338.0
NMAAHC-HCA_9.25.B	1734.0	1362.0
NMAAHC-HCA_9.28.A	1674.0	1338.0
NMAAHC-HCA_9.28.C	1704.0	1350.0
NMAAHC-HCA_9.29.C	1704.0	1350.0
NMAAHC-HCA_9.33.C	1704.0	1350.0
NMAAHC-HCA_9.34.B	1734.0	1362.0
NMAAHC-HCA_9.38.B	1734.0	1362.0
NMAAHC-HCA_9.39.D	1351.0	1650.0
NMAAHC-HCA_9.40.D	1650.0	1351.0
NMAAHC-HCA_9.41.A.1	1270.0	794.0
NMAAHC-HCA_9.41.B	1362.0	1734.0
NMAAHC-HCA_9.42.A	1674.0	1338.0
NMAAHC-HCA_9.8.A	1674.0	1338.0
NMAAHC-HCA_9.8.D	1650.0	1351.0
NMAAHC-HCA_21.53.B	1660.0	1362.0
NMAAHC-HCA_21.54.A	1660.0	1348.0
NMAAHC-HCA_21.54.B	1660.0	1362.0
NMAAHC-HCA_21.56.C	1640.0	1323.0
NMAAHC-HCA_21.57.C	1323.0	1640.0
NMAAHC-HCA_21.61.D	1317.0	1639.0
NMAAHC-HCA_21.62.D	1657.0	1331.0
NMAAHC-HCA_21.63.B	1660.0	1362.0
NMAAHC-HCA_21.63.C	1621.0	1323.0
NMAAHC-HCA_21.64.B	1362.0	1660.0
NMAAHC-HCA_21.65.B	1660.0	1362.0
NMAAHC-HCA_21.66.B	1660.0	1362.0
NMAAHC-HCA_21.67.C	1656.0	1350.0
NMAAHC-HCA_21.68.A	1169.0	1406.0
NMAAHC-HCA_21.69.B	678.0	1199.0
NMAAHC-HCA_21.70.A	1494.0	1051.0
NMAAHC-HCA_21.71.A	1564.0	1103.0
NMAAHC-HCA_21.71.B	1502.0	1107.0
NMAAHC-HCA_21.72.A	990.0	897.0
NMAAHC-HCA_21.74.C	948.0	859.0
NMAAHC-2007_1_69_21_76_A_001	2000.0	1563.0
NMAAHC-2007_1_69_21_76_B_001	1566.0	2000.0
NMAAHC-2007_1_69_21_76_C_001	2000.0	1579.0
NMAAHC-2007_1_69_21_76_D_001	2000.0	1579.0
NMAAHC-2007_1_69_21_77_B_001	2000.0	1589.0
NMAAHC-2007_1_69_21_77_C_001	2000.0	1597.0
NMAAHC-2007_1_69_21_78_A_001	2000.0	1600.0
NMAAHC-HCA_3.1.B-000001	1866.0	1494.0
NMAAHC-HCA_3.16.C-000001	1806.0	1410.0
NMAAHC-HCA_3.18.B-000001	1866.0	1494.0
NMAAHC-HCA_3.35.A-000001	1446.0	1812.0
NMAAHC-HCA_3.35.C.2-000001	1368.0	868.0
