image_id	label_1	confidence_1	label_2	confidence_2	label_3	confidence_3	prediction_time
NMAAHC-HCA_21_02_C	bow_tie	0.5044108629226685	groom	0.1397583931684494	maraca	0.04850698262453079	0.23786341678351164
NMAAHC-2007_1_69_17_42_B	military_uniform	0.48907235264778137	Windsor_tie	0.04854549095034599	pickelhaube	0.04640580713748932	0.15196953434497118
NMAAHC-HCA_7_13_C	suit	0.6182481646537781	television	0.13034549355506897	groom	0.06421394646167755	0.2407432459294796
NMAAHC-2012_137_20_31_001	mouse	0.08725892752408981	carton	0.07239076495170593	computer_keyboard	0.05367761477828026	0.18530466221272945
NMAAHC-HCA_6_46_A	television	0.13685984909534454	home_theater	0.11073733121156693	shoji	0.10709989070892334	0.26274035684764385
NMAAHC-HCA_20_40_A	web_site	0.35585296154022217	monitor	0.10265526175498962	television	0.08828452229499817	0.1745776580646634
NMAAHC-HCA_5_6_C	laptop	0.4463493824005127	notebook	0.14165140688419342	iron	0.12521818280220032	0.17237779218703508
NMAAHC-2012_137_11_5_001	poncho	0.16534468531608582	wool	0.08679216355085373	pickelhaube	0.051872618496418	0.17536620888859034
NMAAHC-HCA_14_9_B	bow_tie	0.8717327117919922	suit	0.04794447124004364	grand_piano	0.023593805730342865	0.17857903521507978
NMAAHC-HCA_10_15_D	television	0.380020409822464	monitor	0.08022291213274002	window_shade	0.03744085133075714	0.15798643790185452
NMAAHC-HCA_10_21_D	lab_coat	0.9660305976867676	stethoscope	0.006319084204733372	book_jacket	0.0016384891932830215	0.18149442691355944
NMAAHC-HCA_6_15_A	prison	0.2817024886608124	television	0.08337089419364929	suit	0.03728385269641876	0.32550524082034826
NMAAHC-HCA_14_41_A	mobile_home	0.926737904548645	barbershop	0.01575377583503723	sliding_door	0.011249925009906292	0.15622781496495008
NMAAHC-2007_1_69_2_15_A	bolo_tie	0.323734313249588	lab_coat	0.2202366441488266	bow_tie	0.014869140461087227	0.1643086327239871
NMAAHC-HCA_7_2_C_2	grand_piano	0.23490114510059357	crutch	0.10207429528236389	four-poster	0.09595973044633865	0.22469376493245363
NMAAHC-HCA_21_30_B	barbershop	0.22913628816604614	bow_tie	0.17766359448432922	lab_coat	0.07127043604850769	0.18458740320056677
NMAAHC-HCA_17_9_C	window_screen	0.25646331906318665	cinema	0.07337968051433563	window_shade	0.06645357608795166	0.18294210359454155
NMAAHC-HCA_9_8_C	lab_coat	0.19125330448150635	hoopskirt	0.16508570313453674	groom	0.047299161553382874	0.16466897912323475
NMAAHC-HCA_8_21_A	suit	0.41818055510520935	military_uniform	0.2515490651130676	bow_tie	0.09359373897314072	0.1676039956510067
NMAAHC-HCA_16_14_C	lab_coat	0.6081303954124451	groom	0.06180587783455849	trench_coat	0.045167889446020126	0.17511816322803497
NMAAHC-HCA_8_2_B	swab	0.11269455403089523	prison	0.09756011515855789	sliding_door	0.07229956239461899	0.16812701057642698
NMAAHC-HCA_10_24_C	lab_coat	0.39010801911354065	groom	0.18550355732440948	television	0.08161734789609909	0.22548628691583872
NMAAHC-HCA_15_36_D	television	0.7642215490341187	screen	0.05427923798561096	monitor	0.04173808544874191	0.18447330687195063
NMAAHC-HCA_1_43_D	balance_beam	0.20116454362869263	television	0.1276773065328598	screen	0.07894528657197952	0.17393128108233213
NMAAHC-2012_137_5_10_001	lab_coat	0.8559060096740723	mortarboard	0.00975755974650383	bow_tie	0.008794160559773445	0.1724793268367648
NMAAHC-HCA_3_32_C	bow_tie	0.3828621506690979	groom	0.29921334981918335	suit	0.07085578143596649	0.19411486480385065
NMAAHC-2007_1_69_12_38_C	mortarboard	0.9527029991149902	academic_gown	0.047296322882175446	otterhound	7.063217566383173e-08	0.1660790964961052
NMAAHC-HCA_3_42_D	suit	0.5156282782554626	groom	0.12464872002601624	Windsor_tie	0.04942465201020241	0.18107478320598602
NMAAHC-HCA_13_28_A	toilet_tissue	0.27537673711776733	paper_towel	0.16689009964466095	groom	0.06717982888221741	0.15529523696750402
NMAAHC-HCA_12_14_A	window_screen	0.18394353985786438	church	0.11207542568445206	barbershop	0.04109945520758629	0.1718709720298648
NMAAHC-HCA_12_41_C	barbershop	0.8605205416679382	barber_chair	0.08739270269870758	medicine_chest	0.003261607140302658	0.20880486816167831
NMAAHC-2012_137_2_9_001	hoopskirt	0.7127619385719299	overskirt	0.15462739765644073	gown	0.027715828269720078	0.23980822693556547
NMAAHC-HCA_16_34_A	microwave	0.2373567521572113	screen	0.049223728477954865	television	0.04367809742689133	0.17814915254712105
NMAAHC-HCA_9_3_A	teddy	0.17570054531097412	rocking_chair	0.14434851706027985	tricycle	0.12162867188453674	0.17814779747277498
NMAAHC-HCA_11_38_D	television	0.9293322563171387	monitor	0.020280947908759117	screen	0.008862866088747978	0.15967019274830818
NMAAHC-HCA_20_9_A	television	0.7875688672065735	screen	0.018803108483552933	monitor	0.01507396250963211	0.1567377708852291
NMAAHC-HCA_3_25_A_1	television	0.3304005265235901	monitor	0.2057054489850998	screen	0.07302150875329971	0.17871698550879955
NMAAHC-HCA_15_21_D	ballplayer	0.6722661852836609	television	0.0921013355255127	soccer_ball	0.014771515503525734	0.15916504058986902
NMAAHC-2012_137_3_42_001	mobile_home	0.13247914612293243	Afghan_hound	0.042317260056734085	picket_fence	0.03292368724942207	0.17356282100081444
NMAAHC-HCA_3_42_D_2	suit	0.4156319200992584	book_jacket	0.15466025471687317	Windsor_tie	0.06268944591283798	0.1777932494878769
NMAAHC-HCA_6_21_A	television	0.36711740493774414	monitor	0.2510892450809479	screen	0.11553937941789627	0.17039351537823677
NMAAHC-HCA_10_28_B	television	0.1212925910949707	iron	0.04757647216320038	sliding_door	0.04337157681584358	0.16823475994169712
NMAAHC-HCA_7_44_B_2	fountain	0.13299648463726044	tub	0.05784628167748451	bubble	0.04899900406599045	0.15144929476082325
NMAAHC-HCA_5_45_B	bow_tie	0.659167468547821	television	0.10923951119184494	suit	0.10411158204078674	0.16852912586182356
NMAAHC-HCA_7_29_C	suit	0.6211332678794861	bow_tie	0.06807567924261093	groom	0.03952746465802193	0.15982424467802048
NMAAHC-HCA_20_30_C	lab_coat	0.5660013556480408	television	0.06799190491437912	monitor	0.05455373227596283	0.16562130115926266
NMAAHC-HCA_1_24_A	suit	0.128738671541214	bow_tie	0.09489576518535614	television	0.04375104978680611	0.16264716908335686
NMAAHC-HCA_21_11_D	bow_tie	0.6449762582778931	television	0.0994606763124466	tricycle	0.019504105672240257	0.16565473843365908
NMAAHC-HCA_7_22_D	church	0.9784139394760132	monastery	0.0029836492612957954	barn	0.0026204234454780817	0.22324305307120085
NMAAHC-HCA_19_2_C	suit	0.5768690705299377	monitor	0.015195044688880444	sliding_door	0.014846443198621273	0.18613833375275135
NMAAHC-HCA_10_2_B	bow_tie	0.41446545720100403	groom	0.40993183851242065	suit	0.06763071566820145	0.16826072428375483
NMAAHC-2012_137_13_24_001	maillot	0.3485535979270935	bikini	0.11942435801029205	brassiere	0.10154487192630768	0.15659416653215885
NMAAHC-HCA_8_30_D	suit	0.09447372704744339	pajama	0.04391353949904442	fur_coat	0.03674289211630821	0.17035590391606092
NMAAHC-HCA_11_11_A	military_uniform	0.3965083956718445	suit	0.1562933325767517	bow_tie	0.12572674453258514	0.15137177985161543
NMAAHC-2012_137_20_6_001	knee_pad	0.108983613550663	Band_Aid	0.08301737159490585	park_bench	0.08070173114538193	0.18269928824156523
NMAAHC-HCA_10_32_A	television	0.13222254812717438	four-poster	0.09525776654481888	cradle	0.046647775918245316	0.2491870541125536
NMAAHC-HCA_19_39_A	four-poster	0.8613821864128113	sliding_door	0.038452330976724625	prison	0.008454306051135063	0.1669705854728818
NMAAHC-HCA_9_15_A	tricycle	0.08384793251752853	sliding_door	0.07587931305170059	soccer_ball	0.0677734762430191	0.15208110865205526
NMAAHC-2012_137_10_18_001	barbershop	0.21923914551734924	barber_chair	0.04044109582901001	rocking_chair	0.03359720855951309	0.16935045551508665
NMAAHC-HCA_18_26_A	television	0.6318653225898743	monitor	0.05875960737466812	screen	0.04043598473072052	0.15944482665508986
NMAAHC-HCA_2_21_A	sliding_door	0.2745308578014374	home_theater	0.19923235476016998	television	0.14222900569438934	0.20323498360812664
NMAAHC-HCA_19_15_A	suit	0.3235895335674286	bow_tie	0.12368609011173248	groom	0.09065867215394974	0.17820806242525578
NMAAHC-HCA_8_33_B_1	potter's_wheel	0.1360277384519577	book_jacket	0.046113450080156326	tricycle	0.03485632315278053	0.1724218400195241
NMAAHC-HCA_9_3_B	diaper	0.18692055344581604	rocking_chair	0.11294002830982208	cradle	0.0749998539686203	0.14760544802993536
NMAAHC-HCA_4_62_D	lab_coat	0.8154188394546509	groom	0.05810004845261574	vestment	0.00928647443652153	0.16320651955902576
NMAAHC-HCA_21_35_D	bow_tie	0.7784561514854431	television	0.06817562133073807	prison	0.011696155183017254	0.15675076004117727
NMAAHC-HCA_15_9_B	hoopskirt	0.10998617857694626	barbershop	0.08872492611408234	lab_coat	0.07303473353385925	0.16871335357427597
NMAAHC-HCA_6_15_C	restaurant	0.756415843963623	military_uniform	0.03477867320179939	barbershop	0.017306754365563393	0.170536320656538
NMAAHC-HCA_4_67_D	bassinet	0.1551036387681961	cradle	0.1173262894153595	tub	0.03668282553553581	0.1599662248045206
NMAAHC-HCA_4_66_C	cradle	0.6233116984367371	bassinet	0.02905159816145897	grand_piano	0.020075177773833275	0.16353062726557255
NMAAHC-HCA_15_61_C	quill	0.1552579551935196	book_jacket	0.055581796914339066	notebook	0.04358974099159241	0.1536247842013836
NMAAHC-HCA_17_33_B	toilet_tissue	0.6880400776863098	paper_towel	0.2088877558708191	envelope	0.022697528824210167	0.14335088804364204
NMAAHC-HCA_3_24_D_1	suit	0.6673734188079834	Windsor_tie	0.09884113073348999	television	0.0198499895632267	0.1683308444917202
NMAAHC-HCA_5_23_B-000001	suit	0.7379729151725769	bow_tie	0.16919751465320587	groom	0.028383051976561546	0.15049826074391603
NMAAHC-HCA_16_30_C	dishwasher	0.04618631303310394	brassiere	0.03711717575788498	theater_curtain	0.032907117158174515	0.17230932973325253
NMAAHC-HCA_2_12_D	television	0.33725500106811523	screen	0.23224835097789764	monitor	0.04187411069869995	0.14347106777131557
NMAAHC-HCA_10_8_D	military_uniform	0.1928812563419342	suit	0.10112246125936508	bow_tie	0.08055140823125839	0.1899500982835889
NMAAHC-HCA_12_2_C	suit	0.28530353307724	bow_tie	0.18556822836399078	Loafer	0.0502941720187664	0.1626571174710989
NMAAHC-2012_137_5_31_001	wig	0.7529594898223877	sombrero	0.013277245685458183	bearskin	0.011222181841731071	0.16099429968744516
NMAAHC-HCA_7_13_A	suit	0.2905723750591278	bow_tie	0.10740316659212112	military_uniform	0.08080735057592392	0.16572566702961922
NMAAHC-HCA_3_21_A	suit	0.586176872253418	bow_tie	0.20154789090156555	Windsor_tie	0.07106498628854752	0.1578479092568159
NMAAHC-HCA_9_24_C	rocking_chair	0.15339162945747375	sliding_door	0.09332200884819031	teddy	0.040898386389017105	0.16335441451519728
NMAAHC-HCA_5_22_C_2	prison	0.13724984228610992	mousetrap	0.13380949199199677	bucket	0.07631876319646835	0.17395312152802944
NMAAHC-2012_137_16_28_001	hoopskirt	0.8209983110427856	overskirt	0.01595468819141388	gown	0.014449656940996647	0.16497731395065784
NMAAHC-2012_137_19_11_001	rocking_chair	0.18410596251487732	scale	0.06249435245990753	folding_chair	0.053351979702711105	0.19920074380934238
NMAAHC-HCA_17_30_B	television	0.7472356557846069	bow_tie	0.23354163765907288	home_theater	0.006121850106865168	0.16196518018841743
NMAAHC-HCA_20_43_C	lab_coat	0.21869757771492004	suit	0.05101747438311577	sliding_door	0.050068724900484085	0.15990385599434376
NMAAHC-2012_137_18_27_001	rocking_chair	0.16494715213775635	cradle	0.05355706065893173	Band_Aid	0.04360412433743477	0.16783333290368319
NMAAHC-HCA_5_15_B	monitor	0.16945961117744446	lab_coat	0.1289154440164566	screen	0.12563373148441315	0.16963414289057255
NMAAHC-HCA_20_37_C_2	parallel_bars	0.08853700011968613	dumbbell	0.06710227578878403	balance_beam	0.06661199778318405	0.17358224652707577
NMAAHC-2012_137_23_1_001	restaurant	0.394393652677536	groom	0.08086999505758286	vestment	0.05261300131678581	0.16286672465503216
NMAAHC-HCA_13_37_B	lab_coat	0.5501459240913391	barbershop	0.10618872195482254	bow_tie	0.06117032468318939	0.18116581067442894
NMAAHC-HCA_5_9_B	screen	0.10670384764671326	iron	0.0944967269897461	laptop	0.09297510236501694	0.17758467234671116
NMAAHC-HCA_21_22_C	tricycle	0.7298253178596497	barbershop	0.022817909717559814	iron	0.022778522223234177	0.1760528963059187
NMAAHC-HCA_11_33_C	bow_tie	0.9941324591636658	suit	0.0007991658058017492	military_uniform	0.0005844347178936005	0.1887509673833847
NMAAHC-HCA_7_5_C	television	0.3201134502887726	suit	0.30583974719047546	bow_tie	0.13678689301013947	0.18103236425668
NMAAHC-HCA_18_20_D	television	0.6585599184036255	monitor	0.1185922920703888	screen	0.05056772381067276	0.18210161104798317
NMAAHC-HCA_9_26_C	diaper	0.8866205811500549	teddy	0.014481172896921635	nipple	0.008476783521473408	0.17225069366395473
NMAAHC-HCA_18_21_D	bow_tie	0.9484019875526428	suit	0.003614852437749505	academic_gown	0.003029509913176298	0.16991433035582304
NMAAHC-HCA_10_41_C	groom	0.39546138048171997	television	0.058658309280872345	bow_tie	0.0512569434940815	0.16240580286830664
NMAAHC-HCA_20_31_C	scale	0.11739557981491089	hammer	0.09563905000686646	shoji	0.08055098354816437	0.17687525786459446
NMAAHC-2012_137_6_40_001	suit	0.5988180041313171	Windsor_tie	0.14417262375354767	groom	0.04304155707359314	0.17610444221645594
NMAAHC-HCA_6_48_A	television	0.2048175185918808	laptop	0.1414184421300888	notebook	0.04305810108780861	0.16631365660578012
NMAAHC-HCA_10_22_A	television	0.2324688583612442	prison	0.06729605048894882	guillotine	0.019865501672029495	0.15749006904661655
NMAAHC-HCA_16_34_C	iPod	0.8325675129890442	cellular_telephone	0.029169423505663872	television	0.015283187851309776	0.1440721983090043
NMAAHC-HCA_11_17_A	sliding_door	0.08554993569850922	bow_tie	0.08433505147695541	television	0.06490160524845123	0.1865785587579012
NMAAHC-HCA_11_18_A	suit	0.8006141185760498	Windsor_tie	0.023925399407744408	groom	0.004752840846776962	0.15629607532173395
NMAAHC-2012_137_16_13_001	diaper	0.8298134803771973	tricycle	0.02490840293467045	swing	0.010509293526411057	0.1700821127742529
NMAAHC-2012_137_3_24_001	academic_gown	0.10375137627124786	cinema	0.09106558561325073	theater_curtain	0.07661909610033035	0.16363508999347687
NMAAHC-HCA_3_23_A_2	television	0.2075360119342804	cowboy_hat	0.16108438372612	grand_piano	0.03793542832136154	0.17393060121685266
NMAAHC-HCA_10_46_C_1	throne	0.20124922692775726	cuirass	0.17565466463565826	breastplate	0.028573505580425262	0.23724943585693836
NMAAHC-HCA_20_1_D	suit	0.24413475394248962	groom	0.21730613708496094	bow_tie	0.11558616906404495	0.1898396648466587
NMAAHC-HCA_17_33_C	barbershop	0.6872231364250183	barber_chair	0.1286780685186386	television	0.020441383123397827	0.17542812786996365
NMAAHC-HCA_15_4_D	limousine	0.18632559478282928	crossword_puzzle	0.04659770801663399	park_bench	0.03582078963518143	0.20443410519510508
NMAAHC-HCA_4_46_D	television	0.47718337178230286	monitor	0.10941459983587265	hoopskirt	0.1013440191745758	0.15175698790699244
NMAAHC-2012_137_24_21_001	sarong	0.10148251801729202	throne	0.08213817328214645	diaper	0.0459757074713707	0.2139553613960743
NMAAHC-2012_137_26_10_001	mortarboard	0.9263819456100464	academic_gown	0.036012571305036545	bow_tie	0.004587337374687195	0.1852932395413518
NMAAHC-HCA_20_1_B	television	0.08318371325731277	park_bench	0.05895894765853882	bow_tie	0.05291379988193512	0.19476766511797905
NMAAHC-HCA_17_19_D	cinema	0.28159061074256897	shoe_shop	0.1130153015255928	television	0.0455792136490345	0.23400877509266138
NMAAHC-HCA_12_44_C	groom	0.5458133220672607	bow_tie	0.15564244985580444	television	0.015569687820971012	0.19013777188956738
NMAAHC-2012_137_5_22_001	hoopskirt	0.40656667947769165	overskirt	0.20486901700496674	gown	0.19257999956607819	0.16863575857132673
NMAAHC-HCA_21_28_C	military_uniform	0.9801591634750366	suit	0.0034534516744315624	television	0.000553423713427037	0.19678200408816338
NMAAHC-HCA_19_15_D	bow_tie	0.808281660079956	suit	0.042065829038619995	groom	0.02915293537080288	0.15087083633989096
NMAAHC-HCA_7_45_A_1	lab_coat	0.14911402761936188	groom	0.09651821851730347	marimba	0.08762667328119278	0.17178445775061846
NMAAHC-HCA_4_38_C	bow_tie	0.9154396057128906	groom	0.039672207087278366	feather_boa	0.004374849610030651	0.16957721021026373
NMAAHC-HCA_18_17_A	crutch	0.5625420212745667	prison	0.04131099209189415	military_uniform	0.020394563674926758	0.17114482261240482
NMAAHC-HCA_4_56_C	lab_coat	0.4221152067184448	bow_tie	0.07337182015180588	groom	0.04863429814577103	0.16677624080330133
NMAAHC-HCA_6_44_D	suit	0.18278095126152039	bow_tie	0.18250252306461334	cardigan	0.1600790172815323	0.17630284931510687
NMAAHC-HCA_8_40_B	suit	0.5339862704277039	bow_tie	0.33722248673439026	Windsor_tie	0.024922098964452744	0.17155759874731302
NMAAHC-HCA_3_11_B	prison	0.12108321487903595	lab_coat	0.08986713737249374	marimba	0.07074034959077835	0.1669525383040309
NMAAHC-HCA_18_23_C	television	0.5590994954109192	bow_tie	0.2005903571844101	suit	0.08813472092151642	0.14964775647968054
NMAAHC-HCA_17_27_C	barbershop	0.13232280313968658	cinema	0.131693035364151	television	0.05976417288184166	0.18450557813048363
NMAAHC-2007_1_69_21_79_A_001	stretcher	0.43849804997444153	bathtub	0.07696444541215897	tub	0.04203455150127411	0.17498256638646126
NMAAHC-HCA_3_25_C	medicine_chest	0.22152534127235413	sliding_door	0.05150293931365013	shoji	0.018019136041402817	0.1656910814344883
NMAAHC-HCA_12_24_C	punching_bag	0.6607663631439209	military_uniform	0.11016092449426651	prison	0.06300712376832962	0.1769638443365693
NMAAHC-2012_137_26_25_001	mortarboard	0.9841352105140686	academic_gown	0.015850156545639038	military_uniform	9.66454990702914e-07	0.1691658515483141
NMAAHC-HCA_20_44_B	web_site	0.3978627920150757	screen	0.07824522256851196	monitor	0.07815945893526077	0.17152869887650013
NMAAHC-HCA_6_29_B	television	0.695217490196228	home_theater	0.07944884896278381	sliding_door	0.042395055294036865	0.1642798064276576
NMAAHC-HCA_16_23_B	television	0.48206549882888794	screen	0.10829495638608932	monitor	0.05313790962100029	0.1650208132341504
NMAAHC-HCA_21_15_B	television	0.5221382975578308	cinema	0.1348756104707718	teddy	0.03619789332151413	0.15502555202692747
NMAAHC-HCA_11_33_D	suit	0.2716807425022125	groom	0.2621356248855591	military_uniform	0.17459498345851898	0.18213436286896467
NMAAHC-HCA_19_29_B	four-poster	0.06925687938928604	television	0.061031315475702286	miniskirt	0.04590395838022232	0.15048129949718714
NMAAHC-HCA_19_13_C	bow_tie	0.7232421040534973	television	0.044729724526405334	kimono	0.013416380621492863	0.16848644241690636
NMAAHC-HCA_3_49_D	suit	0.8303590416908264	bow_tie	0.022621609270572662	Windsor_tie	0.011153466068208218	0.16815477143973112
NMAAHC-HCA_16_42_B_2	television	0.5935361385345459	screen	0.041227810084819794	book_jacket	0.035473886877298355	0.1614836985245347
NMAAHC-HCA_5_10_D	monitor	0.3488537073135376	television	0.2737583518028259	screen	0.21876223385334015	0.16831690073013306
NMAAHC-HCA_3_22_A_1	television	0.7264791131019592	book_jacket	0.07607385516166687	screen	0.03890401870012283	0.17045937851071358
NMAAHC-HCA_4_51_D	groom	0.22954916954040527	hoopskirt	0.09271501749753952	iron	0.08148051798343658	0.17174577806144953
NMAAHC-HCA_9_36_D	harmonica	0.04878902807831764	cradle	0.04651910811662674	teddy	0.04301280155777931	0.17183710634708405
NMAAHC-HCA_9_40_A	balance_beam	0.17811274528503418	sliding_door	0.16967764496803284	home_theater	0.08234400302171707	0.19143319502472878
NMAAHC-HCA_9_20_C	television	0.23711448907852173	bow_tie	0.1539950668811798	screen	0.11350840330123901	0.17133675143122673
NMAAHC-HCA_16_36_D	television	0.23450849950313568	shower_curtain	0.10746137797832489	vase	0.056936025619506836	0.16208435874432325
NMAAHC-HCA_12_41_D_1	cardigan	0.10228203237056732	potter's_wheel	0.05504091829061508	marimba	0.05307038128376007	0.165060643106699
NMAAHC-HCA_5_48_C	television	0.1987958699464798	studio_couch	0.17694231867790222	cinema	0.05070413649082184	0.1775111872702837
NMAAHC-HCA_7_16_C	lab_coat	0.20819421112537384	grand_piano	0.10249041020870209	bow_tie	0.058276738971471786	0.15694623067975044
NMAAHC-HCA_12_43_C	bakery	0.1338960975408554	maillot	0.10359010100364685	miniskirt	0.0997297614812851	0.17874838411808014
NMAAHC-2012_137_6_9_001	suit	0.6536621451377869	Windsor_tie	0.06196695193648338	notebook	0.008490171283483505	0.1422675745561719
NMAAHC-2012_137_16_12_001	park_bench	0.23953977227210999	ice_lolly	0.07885311543941498	hoopskirt	0.06490524858236313	0.1630975203588605
NMAAHC-HCA_10_32_B	bannister	0.4518359899520874	car_mirror	0.04123591631650925	suspension_bridge	0.02140708640217781	0.15795240085572004
NMAAHC-HCA_3_17_A	iron	0.5070136785507202	crutch	0.038704343140125275	hoopskirt	0.018957750871777534	0.17434493266046047
NMAAHC-HCA_19_47_B	military_uniform	0.42463886737823486	cowboy_boot	0.044393185526132584	cinema	0.02010490372776985	0.15474927239120007
NMAAHC-HCA_3_48_A	television	0.15499114990234375	laptop	0.09633774310350418	military_uniform	0.06147519871592522	0.175614345818758
NMAAHC-HCA_20_3_C	lab_coat	0.22443901002407074	bath_towel	0.061932455748319626	prison	0.04352828487753868	0.16609573643654585
NMAAHC-HCA_20_18_A	web_site	0.2832615375518799	monitor	0.15780988335609436	television	0.1184215396642685	0.1623091446235776
NMAAHC-HCA_17_31_C	television	0.197513148188591	window_screen	0.10587174445390701	toilet_tissue	0.08306873589754105	0.1675865212455392
NMAAHC-HCA_10_24_A	television	0.12306870520114899	screen	0.07592552155256271	monitor	0.055593110620975494	0.16918902657926083
