width	height	edan_id	ids_id
500.0	404.0	nmaahc_2007.1.69.13.34.C	NMAAHC-HCA_13_34_C
500.0	400.0	nmaahc_2007.1.69.13.34.D	NMAAHC-HCA_13_34_D
501.0	620.0	nmaahc_2007.1.69.13.35.A	NMAAHC-HCA_13_35_A
500.0	404.0	nmaahc_2007.1.69.13.35.C	NMAAHC-HCA_13_35_C
500.0	308.0	nmaahc_2007.1.69.13.35.C.1	NMAAHC-HCA_13_35_C_1
500.0	779.0	nmaahc_2007.1.69.13.35.C.2	NMAAHC-HCA_13_35_C_2
500.0	625.0	nmaahc_2007.1.69.13.35.D	NMAAHC-HCA_13_35_D
500.0	620.0	nmaahc_2007.1.69.13.36.A	NMAAHC-HCA_13_36_A
500.0	401.0	nmaahc_2007.1.69.13.36.B	NMAAHC-HCA_13_36_B
499.0	618.0	nmaahc_2007.1.69.13.36.C	NMAAHC-HCA_13_36_C
500.0	400.0	nmaahc_2007.1.69.13.36.D	NMAAHC-HCA_13_36_D
500.0	347.0	nmaahc_2007.1.69.13.37.B	NMAAHC-HCA_13_37_B
499.0	618.0	nmaahc_2007.1.69.13.37.C	NMAAHC-HCA_13_37_C
500.0	625.0	nmaahc_2007.1.69.13.37.D	NMAAHC-HCA_13_37_D
500.0	620.0	nmaahc_2007.1.69.13.38.A	NMAAHC-HCA_13_38_A
500.0	401.0	nmaahc_2007.1.69.13.38.B	NMAAHC-HCA_13_38_B
499.0	618.0	nmaahc_2007.1.69.13.38.C	NMAAHC-HCA_13_38_C
500.0	625.0	nmaahc_2007.1.69.13.38.D	NMAAHC-HCA_13_38_D
500.0	620.0	nmaahc_2007.1.69.13.39.A	NMAAHC-HCA_13_39_A
500.0	402.0	nmaahc_2007.1.69.13.39.B	NMAAHC-2007_1_69_13_39_B
500.0	625.0	nmaahc_2007.1.69.13.39.D	NMAAHC-HCA_13_39_D
500.0	398.0	nmaahc_2007.1.69.13.4.A	NMAAHC-2007_1_69_13_4_A
500.0	401.0	nmaahc_2007.1.69.13.4.B	NMAAHC-HCA_13_4_B
500.0	404.0	nmaahc_2007.1.69.13.4.C	NMAAHC-HCA_13_4_C
500.0	400.0	nmaahc_2007.1.69.13.4.D	NMAAHC-HCA_13_4_D
500.0	403.0	nmaahc_2007.1.69.13.40.A	NMAAHC-HCA_13_40_A
500.0	401.0	nmaahc_2007.1.69.13.40.B	NMAAHC-HCA_13_40_B
499.0	618.0	nmaahc_2007.1.69.13.40.C	NMAAHC-HCA_13_40_C
500.0	625.0	nmaahc_2007.1.69.13.40.D	NMAAHC-HCA_13_40_D
500.0	403.0	nmaahc_2007.1.69.13.41.A	NMAAHC-HCA_13_41_A
500.0	401.0	nmaahc_2007.1.69.13.41.B	NMAAHC-HCA_13_41_B
500.0	404.0	nmaahc_2007.1.69.13.41.C	NMAAHC-HCA_13_41_C
500.0	400.0	nmaahc_2007.1.69.13.41.D	NMAAHC-HCA_13_41_D
500.0	403.0	nmaahc_2007.1.69.13.42.A	NMAAHC-HCA_13_42_A
500.0	624.0	nmaahc_2007.1.69.13.42.B	NMAAHC-HCA_13_42_B
500.0	404.0	nmaahc_2007.1.69.13.42.C	NMAAHC-HCA_13_42_C
500.0	625.0	nmaahc_2007.1.69.13.42.D	NMAAHC-HCA_13_42_D
500.0	620.0	nmaahc_2007.1.69.13.43.A	NMAAHC-HCA_13_43_A
500.0	624.0	nmaahc_2007.1.69.13.43.B	NMAAHC-HCA_13_43_B
499.0	618.0	nmaahc_2007.1.69.13.43.C	NMAAHC-HCA_13_43_C
500.0	625.0	nmaahc_2007.1.69.13.43.D	NMAAHC-HCA_13_43_D
500.0	403.0	nmaahc_2007.1.69.13.44.A	NMAAHC-HCA_13_44_A
500.0	401.0	nmaahc_2007.1.69.13.44.B	NMAAHC-HCA_13_44_B
500.0	404.0	nmaahc_2007.1.69.13.44.C	NMAAHC-HCA_13_44_C
500.0	625.0	nmaahc_2007.1.69.13.44.D	NMAAHC-HCA_13_44_D
500.0	401.0	nmaahc_2007.1.69.13.45.B	NMAAHC-HCA_13_45_B
499.0	618.0	nmaahc_2007.1.69.13.45.C	NMAAHC-HCA_13_45_C
500.0	400.0	nmaahc_2007.1.69.13.45.D	NMAAHC-HCA_13_45_D
500.0	403.0	nmaahc_2007.1.69.13.46.A	NMAAHC-HCA_13_46_A
500.0	703.0	nmaahc_2007.1.69.13.46.B	NMAAHC-HCA_13_46_B
499.0	618.0	nmaahc_2007.1.69.13.46.C	NMAAHC-HCA_13_46_C
500.0	625.0	nmaahc_2007.1.69.13.46.D	NMAAHC-HCA_13_46_D
500.0	403.0	nmaahc_2007.1.69.13.5.A	NMAAHC-HCA_13_5_A
500.0	401.0	nmaahc_2007.1.69.13.5.B	NMAAHC-HCA_13_5_B
500.0	404.0	nmaahc_2007.1.69.13.5.C	NMAAHC-HCA_13_5_C
500.0	400.0	nmaahc_2007.1.69.13.5.D	NMAAHC-HCA_13_5_D
500.0	620.0	nmaahc_2007.1.69.13.6.A	NMAAHC-HCA_13_6_A
500.0	625.0	nmaahc_2007.1.69.13.6.D	NMAAHC-HCA_13_6_D
500.0	620.0	nmaahc_2007.1.69.13.7.A	NMAAHC-HCA_13_7_A
500.0	624.0	nmaahc_2007.1.69.13.7.B	NMAAHC-HCA_13_7_B
499.0	618.0	nmaahc_2007.1.69.13.7.C	NMAAHC-HCA_13_7_C
500.0	620.0	nmaahc_2007.1.69.13.8.A	NMAAHC-HCA_13_8_A
500.0	624.0	nmaahc_2007.1.69.13.8.B	NMAAHC-HCA_13_8_B
499.0	618.0	nmaahc_2007.1.69.13.8.C	NMAAHC-HCA_13_8_C
500.0	625.0	nmaahc_2007.1.69.13.8.D	NMAAHC-HCA_13_8_D
500.0	620.0	nmaahc_2007.1.69.13.9.A	NMAAHC-HCA_13_9_A
500.0	624.0	nmaahc_2007.1.69.13.9.B	NMAAHC-HCA_13_9_B
500.0	404.0	nmaahc_2007.1.69.13.9.C	NMAAHC-HCA_13_9_C
500.0	400.0	nmaahc_2007.1.69.13.9.D	NMAAHC-HCA_13_9_D
500.0	368.0	nmaahc_2007.1.69.14.1.B	NMAAHC-HCA_14_1_B
499.0	601.0	nmaahc_2007.1.69.14.1.D	NMAAHC-HCA_14_1_D
500.0	399.0	nmaahc_2007.1.69.14.10.B	NMAAHC-2007_1_69_14_10_B
499.0	643.0	nmaahc_2007.1.69.14.11.A	NMAAHC-HCA_14_11_A
500.0	679.0	nmaahc_2007.1.69.14.11.B	NMAAHC-HCA_14_11_B
499.0	643.0	nmaahc_2007.1.69.14.12.A	NMAAHC-HCA_14_12_A
500.0	679.0	nmaahc_2007.1.69.14.12.B	NMAAHC-HCA_14_12_B
500.0	632.0	nmaahc_2007.1.69.14.12.C	NMAAHC-HCA_14_12_C
500.0	629.0	nmaahc_2007.1.69.14.12.D	NMAAHC-2007_1_69_14_12_D
500.0	388.0	nmaahc_2007.1.69.14.13.A	NMAAHC-HCA_14_13_A
500.0	368.0	nmaahc_2007.1.69.14.13.B	NMAAHC-HCA_14_13_B
500.0	395.0	nmaahc_2007.1.69.14.13.C	NMAAHC-HCA_14_13_C
500.0	415.0	nmaahc_2007.1.69.14.13.D	NMAAHC-HCA_14_13_D
499.0	643.0	nmaahc_2007.1.69.14.14.A	NMAAHC-HCA_14_14_A
500.0	388.0	nmaahc_2007.1.69.14.15.A	NMAAHC-HCA_14_15_A
500.0	815.0	nmaahc_2007.1.69.14.15.A.1	NMAAHC-HCA_14_15_A_1
500.0	785.0	nmaahc_2007.1.69.14.15.A.2	NMAAHC-HCA_14_15_A_2
500.0	388.0	nmaahc_2007.1.69.14.16.A	NMAAHC-HCA_14_16_A
500.0	368.0	nmaahc_2007.1.69.14.16.B	NMAAHC-HCA_14_16_B
499.0	643.0	nmaahc_2007.1.69.14.17.A	NMAAHC-HCA_14_17_A
500.0	679.0	nmaahc_2007.1.69.14.17.B	NMAAHC-HCA_14_17_B
499.0	643.0	nmaahc_2007.1.69.14.18.A	NMAAHC-HCA_14_18_A
500.0	679.0	nmaahc_2007.1.69.14.18.B	NMAAHC-HCA_14_18_B
500.0	632.0	nmaahc_2007.1.69.14.18.C	NMAAHC-HCA_14_18_C
499.0	601.0	nmaahc_2007.1.69.14.18.D	NMAAHC-HCA_14_18_D
499.0	643.0	nmaahc_2007.1.69.14.19.A	NMAAHC-HCA_14_19_A
500.0	679.0	nmaahc_2007.1.69.14.19.B	NMAAHC-HCA_14_19_B
499.0	643.0	nmaahc_2007.1.69.14.2.A	NMAAHC-HCA_14_2_A
500.0	679.0	nmaahc_2007.1.69.14.2.B	NMAAHC-HCA_14_2_B
500.0	632.0	nmaahc_2007.1.69.14.2.C	NMAAHC-HCA_14_2_C
499.0	601.0	nmaahc_2007.1.69.14.2.D	NMAAHC-HCA_14_2_D
499.0	643.0	nmaahc_2007.1.69.14.20.A	NMAAHC-HCA_14_20_A
500.0	679.0	nmaahc_2007.1.69.14.20.B	NMAAHC-HCA_14_20_B
499.0	630.0	nmaahc_2007.1.69.14.21.A	NMAAHC-2007_1_69_14_21_A
500.0	679.0	nmaahc_2007.1.69.14.21.B	NMAAHC-HCA_14_21_B
499.0	643.0	nmaahc_2007.1.69.14.22.A	NMAAHC-HCA_14_22_A
500.0	625.0	nmaahc_2007.1.69.14.22.B	NMAAHC-2007_1_69_14_22_B
500.0	632.0	nmaahc_2007.1.69.14.22.C	NMAAHC-HCA_14_22_C
500.0	388.0	nmaahc_2007.1.69.14.23.A	NMAAHC-HCA_14_23_A
499.0	643.0	nmaahc_2007.1.69.14.24.A	NMAAHC-HCA_14_24_A
500.0	679.0	nmaahc_2007.1.69.14.24.B	NMAAHC-HCA_14_24_B
499.0	643.0	nmaahc_2007.1.69.14.25.A	NMAAHC-HCA_14_25_A
500.0	632.0	nmaahc_2007.1.69.14.25.C	NMAAHC-HCA_14_25_C
499.0	601.0	nmaahc_2007.1.69.14.25.D	NMAAHC-HCA_14_25_D
499.0	643.0	nmaahc_2007.1.69.14.27.A	NMAAHC-HCA_14_27_A
500.0	679.0	nmaahc_2007.1.69.14.27.B	NMAAHC-HCA_14_27_B
500.0	632.0	nmaahc_2007.1.69.14.27.C	NMAAHC-HCA_14_27_C
500.0	709.0	nmaahc_2007.1.69.14.27.C.1	NMAAHC-HCA_14_27_C_1
500.0	388.0	nmaahc_2007.1.69.14.28.A	NMAAHC-HCA_14_28_A
500.0	787.0	nmaahc_2007.1.69.14.28.A.1	NMAAHC-HCA_14_28_A_1
499.0	778.0	nmaahc_2007.1.69.14.28.A.2	NMAAHC-HCA_14_28_A_2
499.0	643.0	nmaahc_2007.1.69.14.3.A	NMAAHC-HCA_14_3_A
500.0	679.0	nmaahc_2007.1.69.14.3.B	NMAAHC-HCA_14_3_B
500.0	632.0	nmaahc_2007.1.69.14.3.C	NMAAHC-HCA_14_3_C
499.0	601.0	nmaahc_2007.1.69.14.3.D	NMAAHC-HCA_14_3_D
499.0	643.0	nmaahc_2007.1.69.14.30.A	NMAAHC-HCA_14_30_A
499.0	643.0	nmaahc_2007.1.69.14.31.A	NMAAHC-HCA_14_31_A
500.0	679.0	nmaahc_2007.1.69.14.31.B	NMAAHC-HCA_14_31_B
499.0	643.0	nmaahc_2007.1.69.14.32.A	NMAAHC-HCA_14_32_A
500.0	679.0	nmaahc_2007.1.69.14.32.B	NMAAHC-HCA_14_32_B
499.0	643.0	nmaahc_2007.1.69.14.33.A	NMAAHC-HCA_14_33_A
500.0	679.0	nmaahc_2007.1.69.14.33.B	NMAAHC-HCA_14_33_B
500.0	632.0	nmaahc_2007.1.69.14.33.C	NMAAHC-HCA_14_33_C
500.0	398.0	nmaahc_2007.1.69.14.34.A	NMAAHC-2007_1_69_14_34_A
499.0	643.0	nmaahc_2007.1.69.14.35.A	NMAAHC-HCA_14_35_A
500.0	679.0	nmaahc_2007.1.69.14.35.B	NMAAHC-HCA_14_35_B
500.0	679.0	nmaahc_2007.1.69.14.36.B	NMAAHC-HCA_14_36_B
499.0	643.0	nmaahc_2007.1.69.14.37.A	NMAAHC-HCA_14_37_A
499.0	643.0	nmaahc_2007.1.69.14.38.A	NMAAHC-HCA_14_38_A
500.0	679.0	nmaahc_2007.1.69.14.38.B	NMAAHC-HCA_14_38_B
500.0	632.0	nmaahc_2007.1.69.14.38.C	NMAAHC-HCA_14_38_C
499.0	643.0	nmaahc_2007.1.69.14.39.A	NMAAHC-HCA_14_39_A
500.0	679.0	nmaahc_2007.1.69.14.39.B	NMAAHC-HCA_14_39_B
500.0	632.0	nmaahc_2007.1.69.14.39.C	NMAAHC-HCA_14_39_C
500.0	679.0	nmaahc_2007.1.69.14.4.B	NMAAHC-HCA_14_4_B
500.0	632.0	nmaahc_2007.1.69.14.4.C	NMAAHC-HCA_14_4_C
499.0	643.0	nmaahc_2007.1.69.14.40.A	NMAAHC-HCA_14_40_A
500.0	679.0	nmaahc_2007.1.69.14.40.B	NMAAHC-HCA_14_40_B
500.0	388.0	nmaahc_2007.1.69.14.41.A	NMAAHC-HCA_14_41_A
500.0	368.0	nmaahc_2007.1.69.14.41.B	NMAAHC-HCA_14_41_B
500.0	395.0	nmaahc_2007.1.69.14.41.C	NMAAHC-HCA_14_41_C
499.0	643.0	nmaahc_2007.1.69.14.42.A	NMAAHC-HCA_14_42_A
500.0	388.0	nmaahc_2007.1.69.14.43.A	NMAAHC-HCA_14_43_A
500.0	368.0	nmaahc_2007.1.69.14.43.B	NMAAHC-HCA_14_43_B
500.0	388.0	nmaahc_2007.1.69.14.45.A	NMAAHC-HCA_14_45_A
500.0	679.0	nmaahc_2007.1.69.14.45.B	NMAAHC-HCA_14_45_B
499.0	643.0	nmaahc_2007.1.69.14.46.A	NMAAHC-HCA_14_46_A
500.0	679.0	nmaahc_2007.1.69.14.46.B	NMAAHC-HCA_14_46_B
499.0	643.0	nmaahc_2007.1.69.14.47.A	NMAAHC-HCA_14_47_A
499.0	643.0	nmaahc_2007.1.69.14.48.A	NMAAHC-HCA_14_48_A
500.0	388.0	nmaahc_2007.1.69.14.49.A	NMAAHC-HCA_14_49_A
499.0	643.0	nmaahc_2007.1.69.14.5.A	NMAAHC-HCA_14_5_A
500.0	679.0	nmaahc_2007.1.69.14.5.B	NMAAHC-HCA_14_5_B
500.0	388.0	nmaahc_2007.1.69.14.50.A	NMAAHC-HCA_14_50_A
500.0	406.0	nmaahc_2007.1.69.14.50.C	NMAAHC-2007_1_69_14_50_C
499.0	643.0	nmaahc_2007.1.69.14.51.A	NMAAHC-HCA_14_51_A
500.0	679.0	nmaahc_2007.1.69.14.51.B	NMAAHC-HCA_14_51_B
500.0	632.0	nmaahc_2007.1.69.14.51.C	NMAAHC-HCA_14_51_C
499.0	601.0	nmaahc_2007.1.69.14.51.D	NMAAHC-HCA_14_51_D
500.0	605.0	nmaahc_2007.1.69.14.52.A	NMAAHC-2007_1_69_14_52_A
500.0	388.0	nmaahc_2007.1.69.14.53.A	NMAAHC-HCA_14_53_A
500.0	368.0	nmaahc_2007.1.69.14.53.B	NMAAHC-HCA_14_53_B
500.0	632.0	nmaahc_2007.1.69.14.53.C	NMAAHC-HCA_14_53_C
499.0	643.0	nmaahc_2007.1.69.14.54.A	NMAAHC-HCA_14_54_A
499.0	643.0	nmaahc_2007.1.69.14.56.A	NMAAHC-HCA_14_56_A
500.0	679.0	nmaahc_2007.1.69.14.58.B	NMAAHC-HCA_14_58_B
500.0	400.0	nmaahc_2007.1.69.14.59.A	NMAAHC-2007_1_69_14_59_A
500.0	388.0	nmaahc_2007.1.69.14.6.A	NMAAHC-HCA_14_6_A
500.0	408.0	nmaahc_2007.1.69.14.60.A	NMAAHC-2007_1_69_14_60_A
500.0	406.0	nmaahc_2007.1.69.14.60.B	NMAAHC-2007_1_69_14_60_B
499.0	643.0	nmaahc_2007.1.69.14.61.A	NMAAHC-HCA_14_61_A
499.0	643.0	nmaahc_2007.1.69.14.62.A	NMAAHC-HCA_14_62_A
499.0	643.0	nmaahc_2007.1.69.14.63.A	NMAAHC-HCA_14_63_A
499.0	643.0	nmaahc_2007.1.69.14.7.A	NMAAHC-HCA_14_7_A
499.0	643.0	nmaahc_2007.1.69.14.8.A	NMAAHC-HCA_14_8_A
500.0	679.0	nmaahc_2007.1.69.14.8.B	NMAAHC-HCA_14_8_B
499.0	643.0	nmaahc_2007.1.69.14.9.A	NMAAHC-HCA_14_9_A
500.0	679.0	nmaahc_2007.1.69.14.9.B	NMAAHC-HCA_14_9_B
499.0	618.0	nmaahc_2007.1.69.15.1.A	NMAAHC-HCA_15_1_A
500.0	625.0	nmaahc_2007.1.69.15.1.B	NMAAHC-HCA_15_1_B
500.0	622.0	nmaahc_2007.1.69.15.1.C	NMAAHC-HCA_15_1_C
500.0	614.0	nmaahc_2007.1.69.15.1.D	NMAAHC-HCA_15_1_D
499.0	618.0	nmaahc_2007.1.69.15.10.A	NMAAHC-HCA_15_10_A
500.0	625.0	nmaahc_2007.1.69.15.10.B	NMAAHC-HCA_15_10_B
500.0	393.0	nmaahc_2007.1.69.15.10.C	NMAAHC-2007_1_69_15_10_C_001
500.0	407.0	nmaahc_2007.1.69.15.10.D	NMAAHC-HCA_15_10_D
500.0	404.0	nmaahc_2007.1.69.15.11.A	NMAAHC-HCA_15_11_A
500.0	625.0	nmaahc_2007.1.69.15.11.B	NMAAHC-HCA_15_11_B
500.0	622.0	nmaahc_2007.1.69.15.11.C	NMAAHC-HCA_15_11_C
500.0	402.0	nmaahc_2007.1.69.15.12.A	NMAAHC-2007_1_69_15_12_A
499.0	623.0	nmaahc_2007.1.69.15.12.B	NMAAHC-2007_1_69_15_12_B
500.0	404.0	nmaahc_2007.1.69.15.13.A	NMAAHC-HCA_15_13_A
500.0	400.0	nmaahc_2007.1.69.15.13.B	NMAAHC-HCA_15_13_B
500.0	402.0	nmaahc_2007.1.69.15.13.C	NMAAHC-HCA_15_13_C
500.0	398.0	nmaahc_2007.1.69.15.13.D	NMAAHC-2007_1_69_15_13_D
499.0	618.0	nmaahc_2007.1.69.15.14.A	NMAAHC-HCA_15_14_A
500.0	625.0	nmaahc_2007.1.69.15.14.B	NMAAHC-HCA_15_14_B
500.0	622.0	nmaahc_2007.1.69.15.14.C	NMAAHC-HCA_15_14_C
500.0	407.0	nmaahc_2007.1.69.15.14.D	NMAAHC-HCA_15_14_D
500.0	404.0	nmaahc_2007.1.69.15.15.A	NMAAHC-HCA_15_15_A
500.0	400.0	nmaahc_2007.1.69.15.15.B	NMAAHC-HCA_15_15_B
500.0	402.0	nmaahc_2007.1.69.15.15.C	NMAAHC-HCA_15_15_C
499.0	618.0	nmaahc_2007.1.69.15.16.A	NMAAHC-HCA_15_16_A
500.0	622.0	nmaahc_2007.1.69.15.16.C	NMAAHC-HCA_15_16_C
499.0	618.0	nmaahc_2007.1.69.15.17.A	NMAAHC-HCA_15_17_A
500.0	622.0	nmaahc_2007.1.69.15.17.C	NMAAHC-HCA_15_17_C
500.0	404.0	nmaahc_2007.1.69.15.18.A	NMAAHC-HCA_15_18_A
500.0	400.0	nmaahc_2007.1.69.15.18.B	NMAAHC-2007_1_69_15_18_B
500.0	402.0	nmaahc_2007.1.69.15.18.C	NMAAHC-HCA_15_18_C
500.0	404.0	nmaahc_2007.1.69.15.19.A	NMAAHC-HCA_15_19_A
500.0	625.0	nmaahc_2007.1.69.15.19.B	NMAAHC-HCA_15_19_B
500.0	622.0	nmaahc_2007.1.69.15.19.C	NMAAHC-HCA_15_19_C
500.0	614.0	nmaahc_2007.1.69.15.19.D	NMAAHC-HCA_15_19_D
500.0	404.0	nmaahc_2007.1.69.15.2.A	NMAAHC-HCA_15_2_A
500.0	400.0	nmaahc_2007.1.69.15.2.B	NMAAHC-HCA_15_2_B
500.0	407.0	nmaahc_2007.1.69.15.2.D	NMAAHC-HCA_15_2_D
499.0	618.0	nmaahc_2007.1.69.15.20.A	NMAAHC-HCA_15_20_A
500.0	404.0	nmaahc_2007.1.69.15.21.A	NMAAHC-HCA_15_21_A
500.0	400.0	nmaahc_2007.1.69.15.21.B	NMAAHC-HCA_15_21_B
500.0	402.0	nmaahc_2007.1.69.15.21.C	NMAAHC-HCA_15_21_C
500.0	407.0	nmaahc_2007.1.69.15.21.D	NMAAHC-HCA_15_21_D
500.0	404.0	nmaahc_2007.1.69.15.22.A	NMAAHC-HCA_15_22_A
500.0	404.0	nmaahc_2007.1.69.15.23.A	NMAAHC-HCA_15_23_A
500.0	400.0	nmaahc_2007.1.69.15.24.B	NMAAHC-HCA_15_24_B
500.0	402.0	nmaahc_2007.1.69.15.24.C	NMAAHC-HCA_15_24_C
500.0	402.0	nmaahc_2007.1.69.15.25.C	NMAAHC-HCA_15_25_C
500.0	407.0	nmaahc_2007.1.69.15.25.D	NMAAHC-HCA_15_25_D
499.0	618.0	nmaahc_2007.1.69.15.26.A	NMAAHC-HCA_15_26_A
500.0	625.0	nmaahc_2007.1.69.15.26.B	NMAAHC-HCA_15_26_B
500.0	622.0	nmaahc_2007.1.69.15.26.C	NMAAHC-HCA_15_26_C
500.0	404.0	nmaahc_2007.1.69.15.27.A	NMAAHC-HCA_15_27_A
500.0	400.0	nmaahc_2007.1.69.15.27.B	NMAAHC-HCA_15_27_B
500.0	402.0	nmaahc_2007.1.69.15.27.C	NMAAHC-HCA_15_27_C
500.0	404.0	nmaahc_2007.1.69.15.28.A	NMAAHC-HCA_15_28_A
500.0	625.0	nmaahc_2007.1.69.15.28.B	NMAAHC-HCA_15_28_B
499.0	618.0	nmaahc_2007.1.69.15.29.A	NMAAHC-HCA_15_29_A
500.0	625.0	nmaahc_2007.1.69.15.29.B	NMAAHC-HCA_15_29_B
500.0	622.0	nmaahc_2007.1.69.15.3.C	NMAAHC-HCA_15_3_C
500.0	614.0	nmaahc_2007.1.69.15.3.D	NMAAHC-HCA_15_3_D
499.0	618.0	nmaahc_2007.1.69.15.30.A	NMAAHC-HCA_15_30_A
500.0	625.0	nmaahc_2007.1.69.15.30.B	NMAAHC-HCA_15_30_B
500.0	622.0	nmaahc_2007.1.69.15.30.C	NMAAHC-HCA_15_30_C
500.0	614.0	nmaahc_2007.1.69.15.30.D	NMAAHC-HCA_15_30_D
500.0	404.0	nmaahc_2007.1.69.15.31.A	NMAAHC-HCA_15_31_A
499.0	618.0	nmaahc_2007.1.69.15.32.A	NMAAHC-HCA_15_32_A
500.0	400.0	nmaahc_2007.1.69.15.32.B	NMAAHC-HCA_15_32_B
500.0	402.0	nmaahc_2007.1.69.15.32.C	NMAAHC-HCA_15_32_C
500.0	404.0	nmaahc_2007.1.69.15.33.A	NMAAHC-HCA_15_33_A
500.0	407.0	nmaahc_2007.1.69.15.33.B	NMAAHC-2007_1_69_15_33_B
499.0	618.0	nmaahc_2007.1.69.15.34.A	NMAAHC-HCA_15_34_A
500.0	625.0	nmaahc_2007.1.69.15.34.B	NMAAHC-HCA_15_34_B
500.0	622.0	nmaahc_2007.1.69.15.34.C	NMAAHC-HCA_15_34_C
499.0	618.0	nmaahc_2007.1.69.15.35.A	NMAAHC-HCA_15_35_A
500.0	625.0	nmaahc_2007.1.69.15.35.B	NMAAHC-HCA_15_35_B
500.0	622.0	nmaahc_2007.1.69.15.35.C	NMAAHC-HCA_15_35_C
500.0	614.0	nmaahc_2007.1.69.15.35.D	NMAAHC-HCA_15_35_D
500.0	625.0	nmaahc_2007.1.69.15.36.B	NMAAHC-HCA_15_36_B
500.0	614.0	nmaahc_2007.1.69.15.36.D	NMAAHC-HCA_15_36_D
499.0	618.0	nmaahc_2007.1.69.15.37.A	NMAAHC-HCA_15_37_A
500.0	625.0	nmaahc_2007.1.69.15.37.B	NMAAHC-HCA_15_37_B
500.0	622.0	nmaahc_2007.1.69.15.37.C	NMAAHC-HCA_15_37_C
500.0	404.0	nmaahc_2007.1.69.15.38.A	NMAAHC-HCA_15_38_A
500.0	402.0	nmaahc_2007.1.69.15.38.C	NMAAHC-HCA_15_38_C
500.0	407.0	nmaahc_2007.1.69.15.38.D	NMAAHC-HCA_15_38_D
500.0	404.0	nmaahc_2007.1.69.15.39.A	NMAAHC-HCA_15_39_A
500.0	402.0	nmaahc_2007.1.69.15.39.C	NMAAHC-HCA_15_39_C
500.0	407.0	nmaahc_2007.1.69.15.39.D	NMAAHC-HCA_15_39_D
500.0	404.0	nmaahc_2007.1.69.15.4.A	NMAAHC-HCA_15_4_A
500.0	400.0	nmaahc_2007.1.69.15.4.B	NMAAHC-HCA_15_4_B
500.0	402.0	nmaahc_2007.1.69.15.4.C	NMAAHC-HCA_15_4_C
500.0	407.0	nmaahc_2007.1.69.15.4.D	NMAAHC-HCA_15_4_D
500.0	404.0	nmaahc_2007.1.69.15.40.A	NMAAHC-HCA_15_40_A
500.0	399.0	nmaahc_2007.1.69.15.41.A	NMAAHC-2007_1_69_15_41_A
500.0	400.0	nmaahc_2007.1.69.15.41.B	NMAAHC-HCA_15_41_B
500.0	402.0	nmaahc_2007.1.69.15.41.C	NMAAHC-HCA_15_41_C
500.0	407.0	nmaahc_2007.1.69.15.41.D	NMAAHC-HCA_15_41_D
500.0	404.0	nmaahc_2007.1.69.15.42.A	NMAAHC-HCA_15_42_A
500.0	400.0	nmaahc_2007.1.69.15.42.B	NMAAHC-HCA_15_42_B
500.0	402.0	nmaahc_2007.1.69.15.42.C	NMAAHC-HCA_15_42_C
500.0	407.0	nmaahc_2007.1.69.15.42.D	NMAAHC-HCA_15_42_D
499.0	618.0	nmaahc_2007.1.69.15.43.A	NMAAHC-HCA_15_43_A
499.0	618.0	nmaahc_2007.1.69.15.44.A	NMAAHC-HCA_15_44_A
500.0	404.0	nmaahc_2007.1.69.15.45.A	NMAAHC-HCA_15_45_A
499.0	618.0	nmaahc_2007.1.69.15.46.A	NMAAHC-HCA_15_46_A
499.0	618.0	nmaahc_2007.1.69.15.47.A	NMAAHC-HCA_15_47_A
499.0	618.0	nmaahc_2007.1.69.15.48.A	NMAAHC-HCA_15_48_A
500.0	400.0	nmaahc_2007.1.69.15.49.B	NMAAHC-HCA_15_49_B
500.0	404.0	nmaahc_2007.1.69.15.5.A	NMAAHC-HCA_15_5_A
500.0	400.0	nmaahc_2007.1.69.15.5.B	NMAAHC-HCA_15_5_B
500.0	402.0	nmaahc_2007.1.69.15.5.C	NMAAHC-HCA_15_5_C
500.0	407.0	nmaahc_2007.1.69.15.5.D	NMAAHC-HCA_15_5_D
499.0	618.0	nmaahc_2007.1.69.15.50.A	NMAAHC-HCA_15_50_A
500.0	625.0	nmaahc_2007.1.69.15.50.B	NMAAHC-HCA_15_50_B
499.0	618.0	nmaahc_2007.1.69.15.51.A	NMAAHC-HCA_15_51_A
500.0	404.0	nmaahc_2007.1.69.15.52.A	NMAAHC-HCA_15_52_A
500.0	625.0	nmaahc_2007.1.69.15.52.B	NMAAHC-HCA_15_52_B
500.0	402.0	nmaahc_2007.1.69.15.52.C	NMAAHC-HCA_15_52_C
500.0	407.0	nmaahc_2007.1.69.15.52.D	NMAAHC-HCA_15_52_D
500.0	404.0	nmaahc_2007.1.69.15.53.A	NMAAHC-HCA_15_53_A
500.0	400.0	nmaahc_2007.1.69.15.53.B	NMAAHC-HCA_15_53_B
500.0	402.0	nmaahc_2007.1.69.15.53.C	NMAAHC-HCA_15_53_C
500.0	407.0	nmaahc_2007.1.69.15.53.D	NMAAHC-HCA_15_53_D
500.0	404.0	nmaahc_2007.1.69.15.54.A	NMAAHC-HCA_15_54_A
500.0	400.0	nmaahc_2007.1.69.15.54.B	NMAAHC-HCA_15_54_B
500.0	402.0	nmaahc_2007.1.69.15.54.C	NMAAHC-HCA_15_54_C
500.0	407.0	nmaahc_2007.1.69.15.54.D	NMAAHC-HCA_15_54_D
